0	2296685	40126	24235	8021	788	527	421	383	357	
1	2296684	39183	24028	7938	776	531	417	382	357	
2	2296688	54941	26053	8828	826	534	426	386	361	
3	2296681	38878	23882	7902	780	527	415	378	357	
4	2296681	52740	25797	8731	821	534	420	383	358	
5	2296685	43470	24917	8301	799	533	420	384	360	
6	2296683	43680	25078	8359	800	532	420	383	359	
7	2296686	42343	24694	8247	790	532	418	383	357	
8	2296687	47304	25264	8459	806	535	417	382	360	
9	2296684	43671	25092	8353	800	530	419	382	358	
10	2296686	41664	24378	8035	786	525	416	379	358	
11	2296685	40715	24350	8039	783	530	419	380	358	
12	2296685	44727	24890	8326	795	526	416	380	360	
13	2296686	45425	25036	8352	794	533	418	382	357	
14	2296688	46562	25519	8566	811	536	423	385	363	
15	2296686	57149	26199	8882	823	545	424	382	360	
16	2296683	39760	24003	7913	783	525	415	381	356	
17	2296684	50693	25690	8699	809	536	425	382	360	
18	2296682	38022	23259	7582	764	525	417	382	357	
19	2296686	41598	24330	8038	788	532	421	385	359	
20	2296684	42687	24952	8265	798	530	416	382	359	
21	2296687	40875	24559	8211	794	529	419	383	359	
22	2296686	46375	25335	8519	804	532	420	379	361	
23	2296683	40978	24464	8121	797	531	417	382	358	
24	2296686	44803	24991	8353	801	537	422	387	359	
25	2296685	43059	24714	8219	792	532	419	383	359	
26	2296685	45514	25298	8484	800	533	420	382	361	
27	2296684	37766	23291	7644	764	526	419	382	359	
28	2296685	46685	25388	8469	810	535	419	383	358	
29	2296686	40690	24561	8171	786	534	420	383	358	
30	2296688	41563	24414	8114	791	530	421	385	361	
31	2296684	43772	24969	8355	793	531	420	383	359	
32	2296683	39948	23965	7894	781	523	421	380	359	
33	2296686	38043	23568	7712	771	527	418	384	360	
34	2296684	40137	24430	8064	787	527	421	381	359	
35	2296689	47920	25379	8500	813	535	422	387	359	
36	2296682	42795	24779	8252	791	529	418	383	360	
37	2296687	48849	25630	8599	808	535	423	388	362	
38	2296685	40050	24021	7938	775	527	420	381	358	
39	2296687	40864	24509	8148	792	529	420	382	361	
40	2296684	41097	24439	8122	785	525	418	383	358	
41	2296683	40678	24473	8117	786	530	417	381	358	
42	2296685	45852	25276	8494	799	530	418	381	360	
43	2296685	40680	24527	8098	791	530	422	386	357	
44	2296685	41928	24408	8095	795	529	420	385	362	
45	2296684	41402	24581	8117	785	532	418	382	358	
46	2296681	41377	24554	8137	787	530	421	383	358	
47	2296682	44640	25139	8466	798	535	418	383	360	
48	2296685	44913	25128	8378	800	531	418	383	360	
49	2296682	44851	25199	8451	798	535	421	383	358	
50	2296683	43477	24589	8135	796	525	417	381	360	
51	2296683	45581	25306	8426	803	542	421	384	360	
52	2296684	40773	24332	8028	790	528	416	382	359	
53	2296686	42749	24858	8316	795	535	419	384	359	
54	2296683	47035	25262	8496	808	538	417	383	360	
55	2296682	38733	23767	7795	778	527	418	382	359	
56	2296682	41463	24391	8101	792	528	418	379	358	
57	2296686	44832	25099	8375	796	536	421	383	359	
58	2296684	42455	24868	8335	795	533	423	383	359	
59	2296683	45991	25323	8458	797	529	417	381	357	
60	2296682	42885	24848	8287	798	528	418	381	358	
61	2296684	44838	25123	8420	806	530	420	382	358	
62	2296684	45514	24991	8293	792	531	418	382	358	
63	2296685	44716	25050	8337	799	533	419	382	359	
