
Reading run #: 30
0	2296683	335134	24425	7585	738	515	400	364	343	
1	2296691	43358	22079	7056	708	517	406	368	338	
2	2296683	178081	23140	7414	733	517	404	364	340	
3	2296686	36952	21732	6886	696	509	400	362	338	
4	2296684	37349	21722	6863	697	504	399	361	335	
5	2296691	794334	96085	10116	1258	562	414	371	347	
6	2296698	859935	140313	10989	1567	674	435	380	350	
7	2296685	39347	21988	7025	705	507	402	363	337	
8	2296682	94692	22595	7246	720	509	398	360	337	
9	2296684	68524	22376	7169	724	512	402	364	340	
10	2296687	646395	39672	8894	827	527	408	364	344	
11	2296691	128417	22830	7353	736	518	407	367	346	
12	2296688	882004	162214	11749	1658	731	432	370	345	
13	2296696	311337	24218	7585	754	531	413	376	348	
14	2296682	363911	24754	7698	748	518	405	366	341	
15	2296685	47830	22234	7105	714	511	401	364	338	
16	2296685	270310	23880	7530	735	517	402	363	341	
17	2296688	414918	25258	7783	757	524	406	368	341	
18	2296691	318652	24325	7646	751	519	405	367	340	
19	2296686	797829	98554	10017	1249	579	416	367	348	
20	2296698	79870	22369	7158	728	525	415	376	346	
21	2296683	39152	21847	6967	699	505	398	360	337	
22	2296685	623129	36135	8757	807	522	406	365	344	
23	2296694	998788	260700	22281	2279	1149	557	391	356	
24	2296697	186199	23258	7436	749	524	415	376	344	
25	2296684	105213	22650	7228	717	513	398	361	338	
26	2296685	750138	70330	9681	1070	543	414	368	347	
27	2296700	601398	33455	8603	806	538	425	379	350	
28	2296685	638790	38412	8816	813	528	411	366	346	
29	2296692	1158706	400696	80814	4183	1805	1058	561	379	
30	2296708	214746	23523	7483	754	537	425	386	349	
31	2296685	745231	69202	9539	1048	541	411	367	346	
32	2296686	570587	30521	8471	782	527	414	370	346	
33	2296682	98953	22611	7218	719	510	399	361	339	
34	2296684	41365	22085	7049	710	506	400	361	337	
35	2296691	1408357	602458	233561	49668	4177	1986	1329	901	
36	2296711	681554	47806	9194	913	556	438	393	356	
37	2296685	204337	23367	7449	731	512	401	362	338	
38	2296680	130485	22746	7260	724	510	400	362	338	
39	2296692	904153	178109	12508	1772	790	443	375	349	
40	2296708	666490	43419	8982	863	544	430	385	351	
41	2296690	1017499	270284	24057	2333	1190	588	393	353	
42	2296693	813737	111902	10329	1363	597	424	377	348	
43	2296687	649171	40325	8906	832	525	409	366	345	
44	2296684	980590	237948	17971	2148	1066	511	374	351	
45	2296696	131204	22895	7320	742	520	416	377	343	
46	2296685	237473	23663	7525	733	514	407	364	339	
47	2296684	746809	70005	9548	1057	537	411	367	346	
48	2296698	444631	25762	7929	774	533	421	381	351	
49	2296684	387144	24955	7701	741	516	404	363	343	
50	2296682	373606	24691	7704	741	516	403	363	342	
51	2296683	106117	22623	7268	724	514	403	363	339	
52	2296682	257657	23811	7531	735	517	403	363	342	
53	2296689	519162	27566	8133	759	519	407	366	343	
54	2296693	319390	24220	7552	752	523	412	372	344	
55	2296684	100005	22453	7228	716	512	401	362	340	
56	2296686	123812	22677	7256	721	512	401	361	338	
57	2296686	327407	24298	7575	746	520	409	365	343	
58	2296689	37941	21948	7040	706	510	403	365	337	
59	2296681	904609	178393	12527	1733	786	441	374	347	
60	2296698	360849	24675	7693	766	534	421	380	350	
61	2296679	405396	25109	7740	748	516	403	364	341	
62	2296686	471210	26344	8004	755	521	408	366	341	
63	2296684	118584	22799	7326	724	512	401	363	343	
64	2296683	809385	109172	10274	1348	579	414	367	345	
65	2296700	163849	23052	7377	751	531	422	381	348	
66	2296686	126057	22869	7322	723	510	403	362	336	
67	2296687	486907	26636	8084	757	524	408	366	344	
68	2296691	49784	22249	7128	718	515	407	368	339	
69	2296686	906530	183789	12747	1755	798	440	369	345	
70	2296699	634393	37861	8802	840	541	428	383	352	
71	2296682	594309	32390	8541	788	520	405	365	343	
72	2296690	915208	187236	13041	1786	807	445	372	346	
73	2296701	81680	22438	7224	731	529	419	380	344	
74	2296683	470657	26243	7967	755	520	404	365	344	
75	2296690	575523	30888	8443	783	525	411	369	346	
76	2296684	45192	22143	7067	702	506	400	360	336	
77	2296682	48939	22211	7087	707	510	400	361	339	
78	2296686	844353	133093	10785	1489	623	424	369	346	
79	2296697	450829	25792	7940	772	531	420	381	347	
80	2296686	211001	23461	7460	739	515	405	364	343	
81	2296684	262535	23836	7496	736	517	403	365	343	
82	2296689	39643	21909	6976	706	512	405	366	339	
83	2296683	1178152	423171	96682	5053	1906	1137	615	398	
84	2296716	242195	23700	7513	764	543	432	392	351	
85	2296684	72772	22356	7174	710	507	400	360	336	
86	2296685	167238	23100	7376	725	513	399	362	339	
87	2296684	378539	24914	7687	746	519	404	363	343	
88	2296686	464862	26006	7947	759	519	408	368	345	
89	2296691	1025837	285645	28234	2465	1268	623	408	355	
90	2296702	38992	21954	7003	718	524	417	378	343	
91	2296684	41982	22033	7040	705	508	401	362	340	
92	2296681	334280	24370	7619	745	516	400	363	338	
93	2296692	471438	26135	7955	756	526	410	371	347	
94	2296687	36823	21668	6867	698	513	405	367	337	
95	2296684	547946	28954	8332	767	524	404	363	343	
96	2296691	50361	22097	7053	711	517	407	371	339	
97	2296682	87318	22569	7249	722	513	400	360	338	
98	2296683	37410	21661	6836	690	507	400	360	336	
99	2296682	45213	22067	7035	709	505	401	361	339	
100	2296685	39722	21912	6965	703	510	400	361	339	
101	2296681	127715	22765	7323	718	515	401	364	341	
102	2296687	622235	35949	8733	810	528	411	369	345	
103	2296696	411432	25318	7809	759	528	413	375	345	
104	2296688	174102	23065	7328	726	518	404	362	341	
105	2296687	513831	27585	8166	762	520	408	363	345	
106	2296691	431616	25457	7842	755	525	409	371	347	
107	2296686	342158	24656	7710	748	521	405	363	342	
108	2296689	786084	91184	9999	1224	564	418	370	348	
109	2296704	685370	48259	9155	905	549	424	382	349	
110	2296683	37245	21673	6843	692	504	401	362	338	
111	2296687	883730	158618	11679	1624	719	424	367	346	
112	2296704	431572	25582	7813	763	538	424	384	346	
113	2296682	498288	27094	8133	761	521	403	365	342	
114	2296689	833177	121733	10533	1413	617	424	370	348	
115	2296701	55486	22184	7072	728	523	418	377	343	
116	2296686	511652	27528	8203	759	516	405	363	344	
117	2296684	40976	21939	6994	706	506	399	360	337	
118	2296683	133080	22778	7303	725	512	402	363	339	
119	2296682	615263	34937	8679	802	523	405	365	344	
120	2296693	488862	26743	8043	758	527	412	371	346	
121	2296685	411491	25228	7789	746	517	406	366	344	
122	2296687	846994	136815	10891	1498	644	423	369	346	
123	2296697	176609	23201	7429	741	526	417	377	345	
124	2296688	959320	218359	15517	2006	932	461	374	348	
125	2296693	514988	27611	8145	781	533	411	373	345	
126	2296688	846271	132808	10872	1505	630	422	371	346	
127	2296687	37481	21692	6834	693	507	402	361	339	
128	2296688	709110	55886	9357	944	534	412	367	345	
129	2296689	83761	22480	7210	729	516	405	368	338	
130	2296688	1017272	269656	23916	2340	1194	583	385	350	
131	2296702	37347	21643	6831	713	527	420	383	344	
132	2296681	662189	43136	8955	836	525	409	365	344	
133	2296682	46049	22095	7049	704	507	399	361	338	
134	2296683	337745	24412	7600	742	513	403	361	342	
135	2296690	294377	24080	7610	742	520	407	371	344	
136	2296687	456120	25894	7891	749	521	406	367	345	
137	2296692	904914	180674	12622	1776	791	443	379	349	
138	2296698	321602	24416	7610	752	527	413	374	346	
139	2296680	115115	22637	7253	718	513	401	362	336	
140	2296681	564282	30241	8390	773	519	404	362	344	
141	2296696	48641	22204	7086	716	518	411	370	343	
142	2296677	98468	22651	7280	723	507	399	360	336	
143	2296686	115731	22691	7282	726	518	406	367	339	
144	2296683	638565	37776	8793	818	523	408	364	342	
145	2296694	825252	115445	10433	1391	617	428	379	349	
146	2296690	300126	24139	7595	749	519	411	371	345	
147	2296683	542063	28725	8325	773	523	409	366	346	
148	2296689	359291	24621	7646	745	521	408	368	345	
149	2296687	119432	22617	7259	723	514	403	362	341	
150	2296686	733990	64074	9512	1011	546	412	366	344	
151	2296698	116112	22746	7266	738	529	420	381	341	
152	2296680	37363	21667	6874	694	505	398	358	336	
153	2296688	97473	22584	7236	727	511	403	363	339	
154	2296680	527861	27933	8169	767	518	408	365	343	
155	2296694	678158	46687	9085	892	533	416	373	348	
156	2296695	746311	71133	9672	1086	547	420	375	348	
157	2296699	1064041	313191	37173	2714	1397	743	425	361	
158	2296691	915680	190229	13090	1823	840	449	380	350	
159	2296689	572360	30715	8461	781	527	408	367	346	
160	2296682	1018562	276491	25845	2372	1258	584	387	351	
161	2296701	903066	175130	12409	1741	791	450	386	351	
162	2296686	109551	22618	7251	727	516	404	366	340	
163	2296684	578694	31115	8509	782	523	409	364	345	
164	2296693	704966	53643	9309	937	534	416	370	345	
165	2296695	474376	26426	8020	772	528	415	375	346	
166	2296686	468995	26262	7921	757	522	404	365	339	
167	2296690	449604	25861	7859	755	523	408	365	345	
168	2296684	92227	22592	7255	720	514	402	361	338	
169	2296686	800062	97954	10029	1246	574	414	367	345	
170	2296698	556293	29514	8337	785	537	419	378	350	
171	2296688	496082	26893	8074	760	517	404	364	343	
172	2296688	47030	22062	7046	706	510	401	364	338	
173	2296683	540991	28627	8217	765	518	409	362	344	
174	2296689	809556	106548	10237	1335	582	422	374	348	
175	2296698	817703	115172	10416	1387	601	429	378	351	
176	2296689	119293	22689	7293	731	517	407	368	342	
177	2296682	41636	22045	7061	702	506	399	360	337	
178	2296688	1205643	447782	113531	6361	2061	1239	708	416	
179	2296704	37872	21586	6810	711	532	424	385	346	
180	2296680	37773	21695	6837	690	507	398	360	337	
181	2296683	303707	24142	7594	737	515	402	362	341	
182	2296683	38330	21864	6964	698	510	402	363	338	
183	2296686	193728	23208	7375	731	514	401	363	340	
184	2296687	771326	80651	9819	1142	551	411	367	346	
185	2296706	918665	190302	13167	1836	838	462	387	353	
186	2296689	217853	23516	7455	732	519	407	368	341	
187	2296684	939266	202810	14279	1903	889	463	375	351	
188	2296702	883446	165578	11880	1710	767	456	390	354	
189	2296692	834623	127700	10668	1450	632	425	376	350	
190	2296683	171112	23085	7382	729	510	398	360	339	
191	2296682	621100	35564	8750	812	522	408	366	345	
192	2296701	837924	127282	10662	1459	639	433	382	350	
193	2296693	436101	25659	7887	756	525	407	370	346	
194	2296687	825033	115973	10496	1375	605	419	367	348	
195	2296705	958660	227495	16624	2052	1024	499	396	357	
196	2296700	123697	22730	7301	735	525	413	376	343	
197	2296689	992793	253519	20986	2219	1140	529	390	348	
198	2296694	37547	21606	6818	706	517	413	373	342	
199	2296684	201439	23323	7419	733	514	403	363	340	
200	2296683	45007	22135	7067	706	510	400	362	337	
201	2296680	899800	174305	12125	1717	760	437	371	346	
202	2296705	67286	22288	7132	734	531	422	383	343	
203	2296684	776873	84514	9869	1197	559	417	367	347	
204	2296692	914989	187064	13060	1815	838	449	377	349	
205	2296691	648054	39564	8922	839	532	414	371	346	
206	2296687	786617	90372	9956	1214	560	415	366	344	
207	2296689	339098	24477	7646	751	520	407	367	343	
208	2296691	1359625	569704	204350	31485	3211	1767	1197	745	
209	2296699	615122	35182	8695	811	536	420	378	348	
210	2296684	330984	24360	7611	743	518	403	366	343	
211	2296683	42752	21973	6986	702	505	398	361	337	
212	2296686	643476	38755	8851	806	521	407	362	342	
213	2296696	1013315	268620	23944	2339	1206	562	399	355	
214	2296699	916065	186178	13025	1831	816	453	377	350	
215	2296688	768721	81735	9848	1135	547	417	367	345	
